year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
1984,8280,7,704,7,704,"The Environmental Protection Agency also should adopt standards to ensure that the safest possible methods of managing particular wastes are used, and that available methods are used to reduce the volume and toxicity of waste produced by industry.",1,38
1984,8281,7,705,7,705,The Democratic Party supports a reauthorized and strengthened Clean Air Act.,1,11
1984,8282,7,705,7,705,"Statutory requirements for the control of toxic air pollutants should be strengthened, with the environmental agency required to identify and regulate within three years priority air pollutants known or anticipated to cause cancer and other serious diseases.",1,37
1984,8283,7,705,7,705,The Democratic Party calls for an immediate program to reduce sulfur dioxide emissions by 50% from 1980 levels within the next decade;,1,22
1984,8284,7,705,7,705,this program shall include interim reductions within five years of its enactment.,1,12
1984,8285,7,705,7,705,"In addition, significant progress will be made to further reductions of nitrogen oxide emissions.",1,14
1984,8286,7,705,7,705,Our effort should be designed to reduce environmental and economic damage from acid ram while assuring such efforts do not cause regional economic dislocations.,1,24
1984,8287,7,705,7,705,Every effort should be made to mitigate any job losses associated with any national acid rain program.,1,17
1984,8288,7,701,7,701,"The Democratic Party is committed to strengthening the Clean Water Act to curb both direct and indirect discharge of toxic pollutants into our nation's waters, and supports a strengthened Environmental Protection Agency to assure help to American cities in providing adequate supplies of drinking water free of toxic chemicals and other contaminants.",1,52
1984,8289,7,704,7,704,"The Democratic Party believes all Americans in their workplaces and communities, have the right to know what hazardous materials and chemicals they may have been exposed to and how they may protect their health from such exposure.",1,37
1984,8296,7,700,7,700,"The Democratic Party opposes the Reagan Administration's budget cuts, which have severely hampered the effectiveness or our environmental programs.",1,19
1984,8297,7,700,7,700,"The Environmental Protection Agency should receive a budget that exceeds in real dollars the agency's purchasing power when President Reagan took office, since the agency's workload has almost doubled in recent years.",1,32
1984,8298,7,700,7,700,"The Democratic Party strongly opposes the Reagan Administration's abandonment of the United States' historic leadership role in international efforts to control pollution, contrary to our interests and those of our allies.",1,31
1984,8299,7,700,7,700,"We will restore immediately our nation's leadership on international environmental issues, making the United States once again the best example of an industrial nation committed to protecting its land, water and air resources, as well as those of its neighbors.",1,40
1984,8300,7,700,7,700,"The Democratic Party will require all federal activities, including those associated with the Departments of Defense and Energy, to comply fully with federal health, safety and environmental laws.",1,28
1984,8314,7,709,7,709,"The Democratic Party supports protection of endangered species, land management to maintain healthy populations of wildlife, and full United States participation to implement international wildlife treaties.",1,26
1988,9130,7,700,7,700,"WE BELIEVE that the last seven years have witnessed an unprecedented assault on our national interest and national security through the poisoning of our air with acid rain, the dumping of toxic wastes into our water, and the destruction of our parks and shores;",1,44
1988,9131,7,700,7,700,"that pollution must be stopped at the source by shifting to new, environmentally sound manufacturing and farming technologies;",1,18
1988,9132,7,700,7,700,"that the federal government must promote recycling as the best, least costly way to solve the trash crisis. aggressively enforce toxic waste laws and require polluters to be responsible for future clean-up costs;",1,33
1988,9133,7,700,7,700,that this nation must redouble its efforts to provide clean waterways;,1,11
1988,9134,7,701,7,701,sound water management and safe drinkable ground water throughout the country;,1,11
1988,9136,7,705,7,705,"and that regular world environmental summits should be convened by the United States to address the depletion of the ozone layer, the ""greenhouse effect,"" the destruction of tropical forests and other global threats and to create a global action plan for environmental restoration.",1,43
1992,9351,7,700,7,700,We reject the Republican myth that energy efficiency and environmental protection are enemies of economic growth.,1,16
1992,9357,7,700,7,700,invest in R strengthen efforts to prevent air and water pollution;,1,11
1992,9427,7,700,7,700,"For ourselves and future generations, we must protect our environment.",1,10
1992,9428,7,700,7,700,"We will protect our old growth forests, preserve critical habitats, provide a genuine ""no net loss"" policy on wetlands, reduce our dependence on toxic chemicals, conserve the critical resources of soil, water and air, oppose new offshore oil drilling and mineral exploration and production in our nation's many environmentally critical areas, and address ocean pollution by reducing oil and toxic waste spills at sea.",1,64
1992,9430,7,704,7,704,"To protect the public health, we will clean up the environmental horrors at federal facilities, insist that private polluters clean up their toxic and hazardous wastes, and vigorously prosecute environmental criminals.",1,31
1992,9431,7,705,7,705,We will oppose Republican efforts to gut the Clean Air Act in the guise of competitiveness.,1,16
1992,9432,7,703,7,703,We will reduce the volume of solid waste and encourage the use of recycled materials while discouraging excess packaging.,1,19
1992,9433,7,707,7,707,"To avoid the mistakes of the past, we will actively support energy- efficiency, recycling, and pollution prevention strategies.",1,18
1992,9508,7,700,7,700,"the environment has been neglected, not protected;",1,7
1992,9583,7,700,7,700,"As the threat of nuclear holocaust recedes, the future of the earth is challenged by gathering environmental crises.",1,18
1992,9585,7,700,7,700,"Democrats know we must act now to save the health of the earth, and the health of our children, for generations to come.",1,23
1992,9586,7,705,7,705,"The United States must become a leader, not an impediment, in the fight against global warming.",1,16
1996,9679,7,700,7,700,Today's Democratic Party believes we have a duty to preserve God's earth and American quality of life for future generations.√≠_,1,20
1996,9680,7,700,7,700,"We are committed to reform, so we protect our environment but we do not trap business in a tangle of red tape.√≠_",1,22
1996,9681,7,700,7,700,The Republican budget guts environmental protection.,1,6
1996,10379,7,700,7,700,"Today's Democratic Party wants all Americans to be able to enjoy America's magnificent natural heritage -- and we want our people to know that the air they breathe is pure, the water they drink is clean, and the land they live on is safe from hazard.√≠_",1,46
1996,10380,7,700,7,700,We understand we have a sacred obligation to protect God's earth and preserve our quality of life for our children and our children's children.√≠_,1,24
1996,10381,7,700,7,700,"For the 12 Republican years before Bill Clinton and Al Gore took office, protecting the environment was far from a priority.√≠_",1,21
1996,10382,7,700,7,700,"And in the last two years, 25 years of bipartisan environmental progress -- started by a Democratic Congress under a Republican President -- has come under attack from the far right.√≠_",1,31
1996,10383,7,700,7,700,"Time and again, President Clinton and the Democratic Party have stood firm against this onslaught.",1,15
1996,10384,7,700,7,700,"The Republican Congress, under Senator Dole and Speaker Gingrich, voted to cut environmental enforcement resources by 25 percent.√≠_",1,18
1996,10385,7,700,7,700,President Clinton and Democrats in Congress said no.,1,8
1996,10386,7,700,7,700,"We believe government has a responsibility to enforce the laws that help keep toxic chemicals from our water, pesticides from our food, and smog from our air.",1,27
1996,10387,7,700,7,700,"The Republican Congress, under Senator Dole and Speaker Gingrich, let lobbyists for the polluters write their own loopholes into bills to weaken laws that protect the health and safety of our children.√≠_",1,32
1996,10388,7,700,7,700,President Clinton and Democrats in Congress said no.√≠_,1,8
1996,10389,7,700,7,700,"We believe America's elected officials have a responsibility to protect America's families from threats to their health, and that trust must never be abdicated -- especially not by placing control of environmental safeguards in the hands of the very polluters those safeguards are meant to keep in line.",1,48
1996,10390,7,704,7,704,"The Republican Congress, under Senator Dole and Speaker Gingrich, tried to make taxpayers pick up the tab for toxic wastes, and let polluters who caused the problem and can afford to fix it off the hook.√≠_",1,36
1996,10391,7,704,7,704,President Clinton and Democrats in Congress said no.√≠_,1,8
1996,10392,7,704,7,704,We believe America should insist that toxic waste cleanup is paid for by those responsible for it in the first place -- and not foisted off on the taxpayers.,1,29
1996,10393,7,700,7,700,"In the last four years, President Clinton and Vice President Gore have taken strong action to make our air and water cleaner.",1,22
1996,10394,7,704,7,704,They reformed the Superfund program -- in each of the last two years nearly as many toxic dumps were cleaned as in the previous decade.√≠_,1,25
1996,10395,7,704,7,704,"They dramatically strengthened Community Right-to-Know efforts, because Americans should be informed about toxic chemicals being released into the air and water so they can take steps to protect themselves and their families.√≠_",1,32
1996,10396,7,700,7,700,"They took measures to cut toxic air pollution from chemical plants by 90 percent, and after years of Republican neglect they cleaned up hundreds of nuclear weapons sites and are committed to finishing the job.",1,35
1996,10397,7,700,7,700,Today's Democratic Party knows that we can protect the environment and expand the economy.√≠_,1,14
1996,10398,7,700,7,700,We believe we can create more jobs over the long run by cleaning the environment.√≠_,1,15
1996,10399,7,700,7,700,"We want to challenge businesses and communities to take more initiative in protecting the environment, and we want to make it easier for them to do it.√≠_",1,27
1996,10400,7,700,7,700,"President Clinton and Vice President Gore launched Project XL which tells businesses: If you can find a cheaper, more efficient way than government regulations require to meet even tougher pollution goals, do it ?? as long as you do it right.√≠_",1,41
1996,10401,7,700,7,700,"This new approach offers business flexibility, incentives, and accountability.",1,9
1996,10402,7,700,7,700,"Environmental protection should include more education on compliance for small and medium sized business, more strategies to increase compliance for all businesses, and tough enforcement -- including criminal prosecution -- for those who put human health and the environment at risk.",1,41
1996,10406,7,705,7,705,The President and Vice President announced an historic partnership with the Big Three American automakers to develop the technology to produce cars up to three times more fuel efficient than those made today -- cleaner cars for a cleaner environment.,1,40
1996,10407,7,707,7,707,"We will continue to support responsible recycling, and encourage energy efficiency that makes our economy more efficient and less reliant on foreign oil.√≠_",1,23
1996,10408,7,700,7,700,"We believe that adequate investments in better mass transit, cleaner cars, and renewable energy sources are good for the environment and good for the economy.",1,25
1996,10409,7,700,7,700,"After years in which Republicans neglected the global environment, the Clinton Administration has made America a leader in the fight to meet environmental challenges that transcend national borders and require global cooperation.√≠_",1,32
1996,10410,7,704,7,704,The Clinton-Gore Administration led the world in calling for a global ban on ocean-dumping of low-level radioactive waste and for a legally binding treaty to phase out persistent organic pollutants such as DDT and PCBs.√≠_,1,35
1996,10411,7,705,7,705,We will seek a strong international agreement to further reduce greenhouse gas emissions worldwide and protect our global climate.√≠_,1,19
1996,10412,7,700,7,700,"We are committed to preserving the planet's biodiversity, repairing the depleted ozone layer, and working with other nations to stabilize population growth.",1,22
1996,10413,7,700,7,700,Democrats recognize that sustainable development is the key to protecting the environment and promoting economic growth.√≠_,1,16
1996,10415,7,700,7,700,"At home, Democrats know that sound economic development means sound environmental protection.",1,12
2000,10975,7,700,7,700,that our air and water would keep getting dirtier;,1,9
2000,10983,7,700,7,700,To clean up our environment and our politics.,1,8
2000,11193,7,700,7,700,Democrats know that for all of us there is no more solemn responsibility than that of stewards of God's creation.,1,20
2000,11194,7,700,7,700,"That is why we have worked for eight years to produce the cleanest environment in decades: with cleaner air, cleaner water, and a safer food supply;",1,26
2000,11195,7,704,7,704,a record number of toxic waste dumps cleaned up;,1,9
2000,11196,7,705,7,705,new smog and soot standards so that children with asthma and the elderly would be able to live better lives;,1,20
2000,11199,7,700,7,700,We stopped development in America's last wild places.,1,8
2000,11203,7,700,7,700,"gut air, water, and endangered species protections;",1,7
2000,11204,7,700,7,700,let polluters off the hook;,1,5
2000,11205,7,700,7,700,and put the special interests ahead of the people's interest.,1,10
2000,11206,7,700,7,700,They are wrong.,1,3
2000,11207,7,700,7,700,Out natural environment is too precious and too important to waste.,1,11
2000,11208,7,799,7,799,Al Gore is committed to restoring the Everglades;,1,8
2000,11209,7,710,7,701,protecting the coasts of California and Florida and the Arctic National Wildlife Refuge from oil and gas drilling;,1,18
2000,11210,7,711,7,711,"and preserving our untouched forests, including the Tongass, from logging and development.",1,12
2000,11211,7,700,7,700,"With regard to public lands, Democrats believe that communities, environmental interests, and government agencies should work together to protect our public resources, critical habitat areas, and wildlands while ensuring the vitality of local economies.",1,34
2000,11212,7,710,7,701,We will work together to find land-based alternatives and decontamination technologies that will permanently end the ocean disposal of contaminated dredge spoils.,1,22
2000,11213,7,700,7,700,Once Americans were led to believe they had to make a choice between the economy and the environment.,1,18
2000,11214,7,700,7,700,They now know that this is a false choice.,1,9
2000,11215,7,700,7,700,But there is a real choice to make in 2000: whether we will protect our environment in ways that are practical and achievable or go back to the policies that led to generations of environmental devastation and degradation.,1,38
2000,11216,7,700,7,700,We have to do what's right for our Earth because it is the moral thing to do.,1,17
2000,11219,7,705,7,705,"to guarding our children from the summer smog that is made worse by global warming, and securing for our grandchildren the expectation of a joyful array of seasons that we took for granted when we grew up ourselves.",1,38
2000,11229,7,700,7,700,"Today, technology has advanced to the point that we can drive the kind of cars we like and live in the kind of houses we like - while being kind to the earth.",1,33
2000,11230,7,700,7,700,We should use some of our budget surplus to help Americans take advantage of these new opportunities.,1,17
2000,11231,7,700,7,700,"With the right investments, these new environmentally-friendly technologies can create new jobs for American workers.",1,15
2000,11234,7,704,7,704,This responsibility includes disposing of nuclear waste in a scientifically-sound manner in accordance with standards designed to protect human health and the environment.,1,23
2000,11239,7,700,7,700,The Earth truly is in the balance - and we are the guardians of that harmony.,1,16
2000,11240,7,705,7,705,Eight of the ten hottest years ever recorded have occurred during the past ten years.,1,15
2000,11241,7,705,7,705,Scientists predict a daunting range of likely effects from global warming.,1,11
2000,11242,7,705,7,705,Much of Florida and Louisiana submerged underwater.,1,7
2000,11243,7,705,7,705,"More record floods, droughts, heat waves, and wildfires.",1,8
2000,11244,7,705,7,705,Diseases and pests spreading to new areas.,1,7
2000,11245,7,705,7,705,Crop failures and famines.,1,4
2000,11246,7,705,7,705,"Melting glaciers, stronger storms, and rising seas.",1,7
2000,11247,7,705,7,705,These are not Biblical plagues.,1,5
2000,11248,7,705,7,705,They are the predicted result of human actions.,1,8
2000,11249,7,705,7,705,They can be prevented only with a new set of human actions - big choices and new thinking.,1,18
2004,12362,7,700,7,700,"For generations, Americans of all political beliefs have understood that the protection of our environment and the stewardship of our land are vital to the strength of our nation.",1,29
2004,12363,7,700,7,700,God gave America extraordinary natural gifts;,1,6
2004,12364,7,700,7,700,it is our responsibility to protect them.,1,7
2004,12365,7,700,7,700,"The health of our families, the strength of our economy, and the well-being of our world all depend upon a clean environment.",1,22
2004,12366,7,700,7,700,"But in President George Bush's government, where polluters actually write environmental laws and oil company profits matter more than hard science and cold facts, protecting the environment doesn't matter at all.",1,31
2004,12367,7,705,7,705,"Even though 133 million Americans already live with unhealthy air, the Bush Administration bowed to energy industry lobbying and rewrote rules to allow 20,000 facilities to spew more smog, soot, and mercury into the air.",1,35
2004,12368,7,701,7,701,"Even though public water systems in many cities are polluted, they have taken environmental cops off the beat and pushed to allow more arsenic in our water.",1,27
2004,12370,7,705,7,705,"And even though overwhelming scientific evidence shows that global climate change is a scientific fact, this administration has rewritten government reports to hide that fact.",1,25
2004,12371,7,700,7,700,"John Kerry, John Edwards and the Democratic Party believe in a stronger, safer, healthier America.",1,15
2004,12372,7,700,7,700,"A strong America depends on healthy families, and healthy families depend on fresh air, pure water, and clean neighborhoods.",1,19
2004,12373,7,700,7,700,These are our commitments: we will make our air cleaner and our water purer.,1,14
2004,12376,7,700,7,700,"And we will work with our allies to achieve these goals and to protect the global environment, for this generation and future generations.",1,23
2004,12377,7,700,7,700,We reject the false choice between a healthy economy and a healthy environment.,1,13
2004,12379,7,700,7,700,We know new technologies that protect the environment can create new high-paying jobs.,1,13
2004,12380,7,700,7,700,We know a cleaner environment means a stronger economy.,1,9
2004,12381,7,705,7,705,We will strengthen protection for our air by making our government and our markets work together.,1,16
2004,12382,7,705,7,705,"We will strengthen the Clean Air Act, by controlling all of the top pollutants and offering new flexibility to industries that commit to cleaning up within that framework.",1,28
2004,12383,7,705,7,705,"We will reduce mercury emissions, smog and acid rain, and will address the challenge of climate change with the seriousness of purpose this great challenge demands.",1,26
2004,12384,7,700,7,700,"Rather than looking at American industries only as polluters, we will work with the private sector to create partnerships that make a profit and a cleaner world for us all.",1,30
2004,12385,7,700,7,700,"At the same time, we will plug Republican-created legal loopholes and renew public enforcement of the law.",1,17
2004,12386,7,701,7,701,"We will work with communities to reduce water pollution√≠√Ønot only from factories, but also from large corporate farms, storm water runoff, and sewer overflows.",1,24
2004,12387,7,700,7,700,"We will bring environmental justice to low-income, rural, and minority communities, using federal resources to improve public health and spur economic development by cleaning up polluted sites.",1,27
2004,12388,7,700,7,700,"We will restore the ""polluter pays"" principle to fund the cleanup of the most polluted sites, so that those who cause environmental problems pay to fix them.",1,27
2004,12389,7,704,7,704,We will protect Nevada and its communities from the high-level nuclear waste dump at Yucca mountain which has not been proven to be safe by sound science.,1,27
2004,12394,7,711,7,711,"We will conserve and restore the habitats where wildlife flourish, expanding use of voluntary, incentive-based programs that target private landowners.",1,20
2004,12395,7,700,7,700,We know that America's fight for a healthy environment cannot be waged within our borders alone.,1,16
2004,12396,7,700,7,700,Environmental hazards from around the globe reach America through the oceans and the jet streams encircling our planet.,1,18
2004,12397,7,705,7,705,"And climate change is a major international challenge that requires global leadership from the United States, not abdication.",1,18
2004,12398,7,700,7,700,We must restore American leadership on this issue as well as others such as hazardous waste emissions and depleted fisheries,1,20
2004,12399,7,700,7,700,This great land has been placed in our hands for safekeeping.,1,11
2004,12400,7,700,7,700,It is our responsibility to protect it.,1,7
2004,12401,7,700,7,700,"We will exercise that responsibility with the courage to take on special interests, the creativity to promote new technologies, the determination to reassert our global leadership, and the commitment to achieve real results.",1,33
2004,12402,7,700,7,700,That is how we will ensure that God's gifts of nature bless all of God's children for generations to come.,1,20
2008,12488,7,700,7,700,Our planet is in peril.,1,5
2008,12783,7,705,7,705,We will help pay for all of it by dedicating a portion of the revenues generated by an economy-wide cap and trade program- a step that will also dramatically reduce our greenhouse gas emissions and jumpstart billions in private capital investment in a new energy economy.,1,46
2008,12784,7,705,7,705,"We'll dramatically increase the fuel efficiency of automobiles, and we'll help auto manufacturers and parts suppliers convert to build the cars and trucks of the future and their key components in the United States.",1,34
2008,12957,7,708,7,708,We will require all non-home-based child care facilities to be lead-safe within five years.,1,14
2008,13301,7,705,7,705,"This immediate danger is eclipsed only by the longer-term threat from climate change, which will lead to devastating weather patterns, terrible storms, drought, conflict, and famine.",1,26
2008,13302,7,705,7,705,"That means people competing for food and water in the next fifty years in the very places that have known horrific violence in the last fifty: Africa, the Middle East, and South Asia.",1,33
2008,13303,7,705,7,705,"That could also mean destructive storms on our shores, and the disappearance of our coastline.",1,15
2008,13304,7,705,7,705,We understand that climate change is not just an economic issue or an environmental concern√≠¬ê this is a national security crisis.,1,21
2008,13307,7,705,7,705,it requires combating climate change and preparing for its impacts both at home and abroad;,1,15
2008,13315,7,705,7,705,"Lead to Combat Climate Change: We will lead to defeat the epochal, man-made threat to the planet: climate change.",1,19
2008,13316,7,705,7,705,"Without dramatic changes, rising sea levels will flood coastal regions around the world.",1,13
2008,13317,7,705,7,705,"Warmer temperatures and declining rainfall will reduce crop yields, increasing conflict, famine, disease, and poverty.",1,15
2008,13318,7,705,7,705,"By 2050, famine could displace more than 250 million people worldwide.",1,11
2008,13319,7,705,7,705,That means increased instability in some of the most volatile parts of the world.,1,14
2008,13320,7,705,7,705,"Never again will we sit on the sidelines, or stand in the way of collective action to tackle this global challenge.",1,21
2008,13321,7,705,7,705,Getting our own house in order is only a first step.,1,11
2008,13322,7,705,7,705,"We will invest in efficient and clean technologies at home while using our assistance policies and export promotions to help developing countries preserve biodiversity, curb deforestation, and leapfrog the carbon-energy-intensive stage of development.",1,33
2008,13323,7,705,7,705,We will reach out to the leaders of the biggest carbon emitting nations and ask them to join a new Global Energy Forum that will lay the foundation for the next generation of climate protocols.,1,35
2008,13324,7,705,7,705,China has replaced America as the world's largest emitter of greenhouse gases.,1,12
2008,13325,7,705,7,705,Clean energy development must be a central focus in our relationships with major countries in Europe and Asia.,1,18
2008,13326,7,705,7,705,"We need a global response to climate change that includes binding and enforceable commitments to reducing emissions, especially for those that pollute the most: the United States, China, India, the European Union, and Russia.",1,34
2008,13327,7,705,7,705,"This challenge is massive, but rising to it will also bring new benefits to America.",1,15
2008,13331,7,705,7,705,"If we act with boldness and foresight, we will be able to tell our grandchildren that this was the time we confronted climate change and secured the weapons that could destroy the human race.",1,34
2008,13394,7,700,7,700,"Stewardship of Our Planet and Natural Resources: Global climate change is the planet's greatest threat, and our response will determine the very future of life on this earth.",1,28
2008,13395,7,705,7,705,"Despite the efforts of our current Administration to deny the science of climate change and the need to act, we still believe that America can be earth's best hope.",1,29
2008,13396,7,705,7,705,We will implement a market-based cap and trade system to reduce carbon emissions by the amount scientists say is necessary to avoid catastrophic change and we will set interim targets along the way to ensure that we meet our goal.,1,40
2008,13397,7,798,7,798,"We will invest in advanced energy technologies, to build the clean energy economy and create millions of new, good ""Green Collar"" American jobs.",1,23
2008,13398,7,705,7,705,"Because the environment is a truly global concern, the United States must be a leader in combating climate change around the world, including exporting climate-friendly technologies to developing countries.",1,29
2008,13400,7,700,7,700,"We will encourage local initiatives, sustainable communities, personal responsibility, and environmental stewardship and education nationwide.",1,15
2008,13401,7,711,7,711,We will help local communities in the American West preserve water to meet their fast growing needs.,1,17
2008,13402,7,700,7,700,"We support a comprehensive solution for restoring our national treasures√≠√Øsuch as the Great Lakes, Everglades, and Chesapeake Bay√≠√Øincluding expanded scientific research and protections for species and habitats there.",1,28
2008,13403,7,700,7,700,"We will reinvigorate the Environmental Protection Agency so that we can work with communities to reduce air and water pollution and protect our children from environmental toxins, and never sacrifice science to politics.",1,33
2008,13404,7,704,7,704,"We will protect Nevada and its communities from the high-level nuclear waste dump at Yucca Mountain, which has not been proven to be safe by sound science.",1,27
2008,13405,7,704,7,704,"We will restore the ""polluter pays"" principle to fund the cleanup of the most polluted sites, so that those who cause environmental problems pay to fix them.",1,27
2012,14018,7,701,7,701,"We will not back down from protecting our kids from toxic mercury pollution, or making sure that our food is safe and our water is clean.",1,26
2012,14360,7,700,7,700,Environment.,1,1
2012,14361,7,700,7,700,"Democrats are committed to protecting our natural resources while creating jobs, preserving habitats, and ensuring that future generations can enjoy our nation's outdoor heritage. ",1,24
2012,14362,7,700,7,700,"From investing in clean energy to protecting our air, land, and water, Democrats have made protecting the environment a top priority. ",1,21
2012,14363,7,700,7,700,"Today we are responsibly developing our natural resources to create clean energy jobs here at home while encouraging conservation, reducing energy waste, and protecting the environment.",1,26
2012,14364,7,700,7,700,President Obama has taken the most significant strides in decades to cut pollution and advance public health - protecting our children and communities from harmful pollution by restoring and advancing safeguards for clean air and water and by working to reduce carbon pollution.,1,43
2012,14365,7,705,7,705,"Pollutants like nitrogen oxides, sulfur dioxide, particulate matter, and mercury are a threat to human health, and Democrats will continue to stand up to polluters in the interest of environmental and public health.",1,33
2012,14366,7,705,7,705,"We know that global climate change is one of the biggest threats of this generation - an economic, environmental, and national security catastrophe in the making. ",1,26
2012,14367,7,705,7,705,"We affirm the science of climate change, commit to significantly reducing the pollution that causes climate change, and know we have to meet this challenge by driving smart policies that lead to greater growth in clean energy generation and result in a range of economic and social benefits.",1,48
2012,14368,7,705,7,705,President Obama has been a leader on this issue. ,1,9
2012,14371,7,705,7,705,"Democrats pledge to continue showing international leadership on climate change, working toward an agreement to set emission limits in unison with other emerging powers.",1,24
2012,14372,7,705,7,705,"Democrats will continue pursuing efforts to combat climate change at home as well, because reducing our emissions domestically - through regulation and market solutions - is necessary to continue being an international leader on this issue.",1,36
2012,14373,7,705,7,705,"We understand that global climate change may disproportionately affect the poor, and we are committed to environmental justice.",1,18
2012,14374,7,711,7,711,"We are restoring treasured landscapes like the Great Lakes, the Florida Everglades, and local wilderness areas.",1,16
2012,14378,7,701,7,701,"Democrats will continue working to ensure the integrity of the waters Americans rely on every day for drinking, swimming, and fishing, by supporting initiatives that restore our rivers, oceans, coasts, and watersheds. ",1,32
2012,14381,7,705,7,705,"Our opponents have moved so far to the right as to doubt the science of climate change, advocate the selling of our federal lands, and threaten to roll back environmental protections that safeguard public health.",1,35
2012,14382,7,700,7,700,"Their leaders deny the benefits of the Clean Air and Clean Water Acts - benefits like job creation, health, and the prevention of tens of thousands of premature deaths each year.",1,31
2012,14383,7,700,7,700,"They ignore the jobs that are created by promoting outdoor recreation, cleaning up our air, and promoting a healthy environment.",1,20
2012,14394,7,705,7,705,"This means directing more energy toward crucial problems, including longstanding threats like nuclear proliferation and emerging dangers such as cyber attacks, biological weapons, climate change, and transnational crime. ",1,28
2012,14514,7,705,7,705,Climate Change.,1,2
2012,14515,7,705,7,705,"The national security threat from climate change is real, urgent, and severe.",1,12
2012,14516,7,705,7,705,The change wrought by a warming planet will lead to new conflicts over refugees and resources; ,1,16
2012,14517,7,705,7,705,new suffering from drought and famine; ,1,6
2012,14518,7,705,7,705,catastrophic natural disasters; ,1,3
2012,14519,7,705,7,705,and the degradation of vital ecosystems across the globe.,1,9
2012,14520,7,705,7,705,"That is why, in addition to undertaking measures to enhance energy independence and promote efficiency, clean energy, and renewable sources of power here at home, the President and the Democratic Party have steadily worked to build an international framework to combat climate change. ",1,43
2012,14521,7,705,7,705,"We will seek to implement agreements and build on the progress made during climate talks in Copenhagen, Cancun, and Durban, working to ensure a response to climate change policy that draws upon decisive action by all nations. ",1,37
2012,14522,7,705,7,705,"Our goal is an effective, international effort in which all major economies commit to reduce their emissions, nations meet their commitments in a transparent manner, and the necessary financing is mobilized so that developing countries can mitigate the effects of climate change and invest in clean energy technologies.",1,48
2012,14523,7,705,7,705,"That is why the Obama administration has taken a leadership role in ongoing climate negotiations, working to ensure that other major economies like China and India commit to taking meaningful action. ",1,31
2016,14793,7,705,7,705,"Democrats believe that climate change poses a real and urgent threat to our economy, our national security, and our children's health and futures, and that Americans deserve the jobs and security that come from becoming the clean energy superpower of the 21st century.",1,43
2016,14934,7,705,7,705,We will protect communities from the impact of climate change and help them to mitigate its effects by investing in green and resilient infrastructure.,1,24
2016,14936,7,700,7,700,And we will protect public health and safety by modernizing drinking and wastewater systems.,1,14
2016,15285,7,705,7,705," Our climate change policy will cut carbon emission, address poverty, invest in disadvantaged communities, and improve both air quality and public health.",1,22
2016,15368,7,700,7,700,"Combat Climate Change, Build a Clean Energy Economy, and Secure Environmental Justice",1,12
2016,15369,7,705,7,705,Climate change is an urgent threat and a defining challenge of our time.,1,13
2016,15370,7,705,7,705, Fifteen of the 16 hottest years on record have occurred this century.,1,12
2016,15371,7,705,7,705," While Donald Trump has called climate change a """"hoax,"""" 2016 is on track to break global temperature records once more.",1,20
2016,15372,7,705,7,705, Cities from Miami to Baltimore are already threatened by rising seas.,1,11
2016,15373,7,705,7,705, California and the West have suffered years of brutal drought.,1,10
2016,15374,7,705,7,705, Alaska has been scorched by wildfire.,1,6
2016,15375,7,705,7,705," New York has been battered by superstorms, and Texas swamped by flash floods.",1,13
2016,15376,7,705,7,705," The best science tells us that without ambitious, immediate action across our economy to cut carbon pollution and other greenhouse gases, all of these impacts will be far worse in the future.",1,32
2016,15377,7,705,7,705, We cannot leave our children a planet that has been profoundly damaged.,1,12
2016,15378,7,705,7,705,Democrats share a deep commitment to tackling the climate challenge;,1,10
2016,15380,7,705,7,705, reducing greenhouse gas emissions more than 80 percent below 2005 levels by 2050;,1,13
2016,15381,7,705,7,705," and meeting the pledge President Obama put forward in the landmark Paris Agreement, which aims to keep global temperature increases to """"well below"""" two degrees Celsius and to pursue efforts to limit global temperature increases to 1.5 degrees Celsius.",1,39
2016,15383,7,705,7,705," We will take bold steps to slash carbon pollution and protect clean air at home, lead the fight against climate change around the world, ensure no Americans are left out or left behind as we accelerate the transition to a clean energy economy, and be responsible stewards of our natural resources and our public lands and waters.",1,57
2016,15384,7,705,7,705, Democrats reject the notion that we have to choose between protecting our planet and creating good-paying jobs.,1,17
2016,15385,7,705,7,705, We can and we will do both.,1,7
2016,15395,7,705,7,705,"Democrats believe that carbon dioxide, methane, and other greenhouse gases should be priced to reflect their negative externalities, and to accelerate the transition to a clean energy economy and help meet our climate goals.",1,34
2016,15396,7,705,7,705," Democrats believe that climate change is too important to wait for climate deniers and defeatists in Congress to start listening to science, and support using every tool available to reduce emissions now.",1,32
2016,15409,7,705,7,705," As we continue working to reduce carbon dioxide, methane, and other greenhouse gas emissions, we must ensure federal actions do not """"significantly exacerbate"""" global warming.",1,25
2016,15410,7,705,7,705," We support a comprehensive approach that ensures all federal decisions going forward contribute to solving, not significantly exacerbating, climate change.",1,20
2016,15415,7,700,7,700,Securing Environmental and Climate Justice,1,5
2016,15416,7,700,7,700,Democrats believe clean air and clean water are basic rights of all Americans.,1,13
