id,eo_number,president,pres_party,beg_term,end_term,signed_date,year,month,day,congress,divided,commemorative,description,pap_majortopic,pap_subtopic,majortopic,subtopic
758,10284,TRUMAN,100,0,0,19510901,1951,9,1,82,0,0,Extension of time relating to the disposition of certain housing,16,1608,16,1608
759,10285,TRUMAN,100,0,0,19510906,1951,9,6,82,0,0,"Creating an emergency board to investigate a dispute between Denver & Rio Grande Railroad Company, including the Denver & Salt Lake Railroad Company, operated by the Secretary of the Army, and certain workers",10,1005,10,1005
760,10286,TRUMAN,100,0,0,19510906,1951,9,6,82,0,0,Creating an emergency board to investigate a dispute between the Pullman Company and certain of its employees,10,1005,10,1005
761,10287,TRUMAN,100,0,0,19510906,1951,9,6,82,0,0,"Revoking Executive Order No. 8034 of January 14, 1939, and abolishing the Federal Real Estate Board",20,2002,20,2002
762,10288,TRUMAN,100,0,0,19510907,1951,9,7,82,0,0,"Further amending Executive Order No. 10157of August 28, 1950, enabling certain employees of the federal government to acquire a competitive status",20,2004,20,2004
763,10289,TRUMAN,100,0,0,19510917,1951,9,17,82,0,0,Providing for the performance of certain functions of the President by the Secretary of the Treasury,1,104,1,104
764,10290,TRUMAN,100,0,0,19510924,1951,9,24,82,0,0,"Prescribing regulations establishing minimum standards for the classification, transmission, and handling by department and agencies of the executive branch of official information which requires safeguarding in the interest of the security of the United",16,1603,16,1603
765,10291,TRUMAN,100,0,0,19510925,1951,9,25,82,0,0,Establishing an Airspace Reservation over the Savannah River Plant of the United States Atomic Energy Commission,8,801,8,801
766,10292,TRUMAN,100,0,0,19510925,1951,9,25,82,0,0,Amending the Selective Service regulations,16,1608,16,1608
767,10293,TRUMAN,100,0,0,19510927,1951,9,27,82,0,0,"Amending Executive Order No. 10276 with respect to the administration of title I of the Housing and Rent Act of 1947, as amended",14,1406,14,1406
768,10294,TRUMAN,100,0,0,19510928,1951,9,28,82,0,0,Designating additional agencies pursuant to section 103(a) of the Renegotiation Act of 1951,20,2007,20,2007
769,10295,TRUMAN,100,0,0,19510928,1951,9,28,82,0,1,Establishing a seal for the United States Court of Military Appeals,16,1608,16,1608
770,10296,TRUMAN,100,0,0,19511002,1951,10,2,82,0,0,Providing for the performance of certain defense housing and community facilities and service functions,14,1407,14,1407
771,10297,TRUMAN,100,0,0,19511009,1951,10,9,82,0,0,Providing for a Telecommunications Advisor to the President,17,1706,17,1706
772,10298,TRUMAN,100,0,0,19511031,1951,10,31,82,0,0,"Extending the provisions of part I of Executive Order No. 10210 of February 2, 1951, to the Department of the Interior",16,1619,16,1619
773,10299,TRUMAN,100,0,0,19511031,1951,10,31,82,0,0,Designating an additional agency pursuant to section 103(a) of the Renegotiation Act of 1951,20,2007,20,2007
774,10300,TRUMAN,100,0,0,19511101,1951,11,1,82,0,0,Providing for the administration of the Mutual Security Act of 1951 and related statutes,16,1602,16,1602
775,10301,TRUMAN,100,0,0,19511102,1951,11,2,82,0,0,"Amending Executive Order No. 10161, as amended, to provide for alternate members of the Wage Stabilization Board",1,110,1,110
776,10302,TRUMAN,100,0,0,19511102,1951,11,2,82,0,0,Interdepartmental Committee on Narcotics,12,1203,12,1203
777,10303,TRUMAN,100,0,0,19511106,1951,11,6,82,0,0,Creating an emergency board to investigate a dispute between certain transportation systems operated by the Secretary of the Army and certain of their employees,10,1005,10,1005
778,10304,TRUMAN,100,0,0,19511112,1951,11,12,82,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on the District of Columbia",20,2009,20,2009
779,10305,TRUMAN,100,0,0,19511114,1951,11,14,82,0,0,"Revoking Executive Order No. 10207 of January 23, 1951, establishing the President's Commission on Internal Security and Individual Rights",16,1603,16,1603
780,10306,TRUMAN,100,0,0,19511115,1951,11,15,82,0,0,Creating an emergency board to investigate disputes between the Akron & Barberton Belt Railroad Co. and other carriers and certain workers,10,1005,10,1005
781,10307,TRUMAN,100,0,0,19511123,1951,11,23,82,0,0,Delegating to the Secretary of State the authority of the President to prescribe regulations governing the taking of testimony with respect to the authentication of foreign documents and the fixing of certain fees in connection therewith,19,1929,19,1929
782,10308,TRUMAN,100,0,0,19511203,1951,12,3,82,0,0,Improving the means for obtaining compliance with the nondiscrimination provisions of federal contracts,2,200,2,200
783,10309,TRUMAN,100,0,0,19511203,1951,12,3,82,0,0,"Restoring possession, use, and control of certain lands reserved for military purposes to the Territory of Hawaii and transferring title to such lands to the Territory",16,1611,16,1611
784,10310,TRUMAN,100,0,0,19511210,1951,12,10,82,0,0,"Designating the Honorable A. Cecil Snyder to act, under certain circumstances, as Judge of the District Court of the United States for Puerto Rico during the year 1952",21,2105,21,2105
785,10311,TRUMAN,100,0,0,19511210,1951,12,10,82,0,0,Suspending certain statutory provisions relating to employment in the Canal Zone,19,1915,19,1915
786,10312,TRUMAN,100,0,0,19511210,1951,12,10,82,0,0,Providing for emergency control over certain government and non-government stations engaged in radio communication or radio transmission of energy,17,1707,17,1707
787,10313,TRUMAN,100,0,0,19511214,1951,12,14,82,0,0,"Amendment of Executive Order No. 10011 of October 22, 1948, as amended, authorizing the Secretary of State to exercise certain powers of the President with respect to the granting of allowances and allotments to government personnel on foreign duty",19,1929,19,1929
788,10314,TRUMAN,100,0,0,19511217,1951,12,17,82,0,0,"Creating and emergency board to investigate a dispute between Pan American Airways, Inc., and certain of its employees",10,1003,10,1003
789,10315,TRUMAN,100,0,0,19511219,1951,12,19,82,0,0,Exemption of William E. Lee from compulsory retirement for age,2,204,2,204
790,10316,TRUMAN,100,0,0,19511229,1951,12,29,82,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on Armed Services",20,2009,20,2009
791,10317,TRUMAN,100,0,0,19511229,1951,12,29,82,0,0,Establishing the President's Commission on the Health Needs of the Nation,3,300,3,300
792,10318,TRUMAN,100,0,0,19520103,1952,1,3,82,0,0,Establishing the Missouri Basin Survey Commission,21,2104,21,2104
793,10319,TRUMAN,100,0,0,19520104,1952,1,4,82,0,0,"Creating an emergency board to investigate a dispute between the Northwest Airlines Inc., and certain of its employees",10,1003,10,1003
794,10320,TRUMAN,100,0,0,19520121,1952,1,21,82,0,0,Further exemption of Lawrence M. Lawson from compulsory retirement for age,2,204,2,204
795,10321,TRUMAN,100,0,0,19520124,1952,1,24,82,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on Rules and Administration",20,2009,20,2009
796,10322,TRUMAN,100,0,0,19520126,1952,1,26,82,0,0,"Amendment of section 1 of Executive Order No. 10046 of March 24, 1949, as amended, transferring certain lands from the Department of Agriculture to the Department of the Interior",21,2103,21,2103
797,10323,TRUMAN,100,0,0,19520205,1952,2,5,82,0,0,Transferring certain functions and delegating certain power to the Small Defense Plants Administration,16,1604,16,1604
798,10324,TRUMAN,100,0,0,19520206,1952,2,6,82,0,0,,16,1604,16,1604
799,10325,TRUMAN,100,0,0,19520207,1952,2,7,82,0,0,Regulations governing the award of the Medal for Humane Actions,16,1699,16,1699
800,10326,TRUMAN,100,0,0,19520211,1952,2,11,82,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on Expenditures in the Executive Departments",20,2009,20,2009
801,10327,TRUMAN,100,0,0,19520220,1952,2,20,82,0,0,Investigations relating to the conduct of government business,20,2012,20,2012
802,10328,TRUMAN,100,0,0,19520220,1952,2,20,82,0,0,Prescribing a portion of the Selective Service regulations,16,1608,16,1608
803,10329,TRUMAN,100,0,0,19520225,1952,2,25,82,0,0,"Amending Executive Order No. 10318 of January 3, 1952, relating to the Missouri Basin Survey Commission",14,1400,14,1400
804,10330,TRUMAN,100,0,0,19520229,1952,2,29,82,0,0,Exemption of Francis Perkins from compulsory retirement for age,2,204,2,204
805,10331,TRUMAN,100,0,0,19520304,1952,3,4,82,0,0,Inspection of income tax returns by the Senate Committee on Interior and Insular Affairs,20,2009,20,2009
806,10332,TRUMAN,100,0,0,19520307,1952,3,7,82,0,0,"Prescribing the order of succession of officers to act as Secretary of Defense, Secretary of the Army, Secretary of the Navy, and Secretary of the Air Force",16,1600,16,1600
807,10333,TRUMAN,100,0,0,19520325,1952,3,25,82,0,0,Further exemption of Bernice Pyke from compulsory retirement for age,2,204,2,204
808,10334,TRUMAN,100,0,0,19520326,1952,3,26,82,0,0,Exemption of Frederick C. Mayer from compulsory retirement for age,2,204,2,204
809,10335,TRUMAN,100,0,0,19520328,1952,3,28,82,0,0,"Designating the Provisional Intergovernmental Committee for the Movement of Migrants from Europe as a public international organization entitled to enjoy certain privileges, exemptions, and immunities",19,1926,19,1926
810,10336,TRUMAN,100,0,0,19520403,1952,4,3,82,0,0,"Amendment of Executive Order No. 9586 of July 6, 1945, establishing the Medal of Freedom",20,2006,20,2006
811,10337,TRUMAN,100,0,0,19520403,1952,4,3,82,0,0,Amendment of the regulations governing the appointment of Postmaster of the fourth class,20,2005,20,2005
812,10338,TRUMAN,100,0,0,19520404,1952,4,4,82,0,0,Coordination procedures under section 507 of the Mutual Security Act of 1951,16,1602,16,1602
813,10339,TRUMAN,100,0,0,19520405,1952,4,5,82,0,0,Extensions of time relating to the disposition of certain housing,16,1608,16,1608
814,10340,TRUMAN,100,0,0,19520408,1952,4,8,82,0,0,Directing the Secretary of Commerce to take possession of and operate the plants and facilities of certain steel companies,16,1610,16,1610
815,10341,TRUMAN,100,0,0,19520408,1952,4,8,82,0,0,Discontinuing the Rose Island and the Tutuila Island Naval Defense Sea Areas and Naval Airspace Reservations,16,1600,16,1600
816,10342,TRUMAN,100,0,0,19520412,1952,4,12,82,0,0,Restoring lands of the Sugar Loaf Military Reservation and right-of-way thereto to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
817,10343,TRUMAN,100,0,0,19520412,1952,4,12,82,0,0,"Inspection of tax returns by Committee on the Judiciary, House of Representatives",20,2009,20,2009
818,10344,TRUMAN,100,0,0,19520417,1952,4,17,82,0,0,Prescribing or amending portions of the Selective Service regulations,16,1608,16,1608
819,10345,TRUMAN,100,0,0,19520417,1952,4,17,82,0,0,Extension of enlistments in the Armed Forces of the United States,16,1608,16,1608
820,10346,TRUMAN,100,0,0,19520417,1952,4,17,82,0,0,Preparation by federal agencies of civil defense emergency plans,16,1615,16,1615
821,10347,TRUMAN,100,0,0,19520418,1952,4,18,82,0,0,Providing for the affixing of the seal of the United States to certain presidential documents,20,2011,20,2011
822,10348,TRUMAN,100,0,0,19520426,1952,4,26,82,0,0,Continuing in force orders and regulations relating to blocked property,16,1619,16,1619
823,10349,TRUMAN,100,0,0,19520426,1952,4,26,82,0,0,Declaring the Commissioned Corps of the Public Health Service to be a military service and prescribing regulations therefor,16,1608,16,1608
824,10350,TRUMAN,100,0,0,19520514,1952,5,14,82,0,1,Establishing a seal for the Federal Civil Defense Administration,16,1615,16,1615
825,10351,TRUMAN,100,0,0,19520515,1952,5,15,82,0,0,Designation of certain persons for the purpose of issuing provisional certificates of registry to certain vessels abroad,19,1915,19,1915
826,10352,TRUMAN,100,0,0,19520519,1952,5,19,82,0,0,"Amendment of the regulations relating to the safeguarding of vessels, harbors, ports, and waterfront facilities of the United States",10,1007,10,1007
827,10353,TRUMAN,100,0,0,19520521,1952,5,21,82,0,0,Authorizing the appointment of Cressie E. Coffelt to a competitive position without regard to the Civil Service rules,20,2005,20,2005
828,10354,TRUMAN,100,0,0,19520526,1952,5,26,82,0,0,Amendment of the regulations relating to commissioned officers and employees of the Public Health Service,3,325,3,325
829,10355,TRUMAN,100,0,0,19520526,1952,5,26,82,0,0,Delegating to the Secretary of the Interior the authority of the President to withdraw or reserve lands of the United States for public purposes,21,2103,21,2103
830,10356,TRUMAN,100,0,0,19520529,1952,5,29,82,0,0,Continuing the Commissioned Corps of the Public Health Service as a military service,16,1608,16,1608
831,10357,TRUMAN,100,0,0,19520604,1952,6,4,82,0,0,Including certain lands in Nantahala National Forest,21,2103,21,2103
832,10358,TRUMAN,100,0,0,19520609,1952,6,9,82,0,1,Observance of Holidays by government agencies,20,2030,20,2030
833,10359,TRUMAN,100,0,0,19520609,1952,6,9,82,0,0,"Amending Executive Order No. 10161, as amended, with respect to plant fibers",16,1610,16,1610
834,10360,TRUMAN,100,0,0,19520611,1952,6,11,82,0,0,"Amendment of Executive Order No. 9781, establishing the Air Coordinating Committee",10,1003,10,1003
835,10361,TRUMAN,100,0,0,19520611,1952,6,11,82,0,0,"Establishing the Whittier Defensive Sea Area, Alaska",16,1600,16,1600
836,10362,TRUMAN,100,0,0,19520614,1952,6,14,82,0,0,Continuing the Commissioned Corps of the Public Health Service as a military service,16,1608,16,1608
837,10363,TRUMAN,100,0,0,19520617,1952,6,17,82,0,0,Amending the Selective Service regulations,16,1608,16,1608
838,10364,TRUMAN,100,0,0,19520617,1952,6,17,82,0,0,Exemption of John J. Deviny from compulsory retirement for age,2,204,2,204
839,10365,TRUMAN,100,0,0,19520624,1952,6,24,82,0,0,"Suspension of certain provisions of the Officer Personnel Act of 1947, as amended, which relate to officers of the Marine Corps",16,1608,16,1608
840,10366,TRUMAN,100,0,0,19520626,1952,6,26,82,0,0,Amending the Selective Service regulations,16,1608,16,1608
841,10367,TRUMAN,100,0,0,19520630,1952,6,30,82,0,0,Continuing the Commissioned Corps of the Public Health Service as a military service,16,1608,16,1608
842,10368,TRUMAN,100,0,0,19520630,1952,6,30,82,0,0,,16,1602,16,1602
843,10369,TRUMAN,100,0,0,19520630,1952,6,30,82,0,0,Further designation pursuant to section 103(a) of the Renegotiation Act of 1951,20,2002,20,2002
844,10370,TRUMAN,100,0,0,19520707,1952,7,7,82,0,0,Delegating certain authority of the President to the Small Defense Plants Administrator,16,1604,16,1604
845,10371,TRUMAN,100,0,0,19520709,1952,7,9,82,0,0,"Creating an emergency board to investigate a dispute between the Trans World Airlines, Inc., and certain of its employees",10,1003,10,1003
846,10372,TRUMAN,100,0,0,19520710,1952,7,10,82,0,0,"Creating an emergency board to investigate a dispute between the Northwest Airlines, Inc., and certain of its employees",10,1003,10,1003
847,10373,TRUMAN,100,0,0,19520714,1952,7,14,82,0,0,Amending Executive Order No. 10161 with respect to real estate credit,15,1504,15,1504
848,10374,TRUMAN,100,0,0,19520715,1952,7,15,82,0,0,"Enlarging the Nicolet and Chequamegon National Forests, Wisconsin",21,2103,21,2103
849,10375,TRUMAN,100,0,0,19520715,1952,7,15,82,0,0,Restoring lands comprising the Round Top Military Reservation and rights-of-way thereto tot he Jurisdiction of the Territory of Hawaii,16,1611,16,1611
850,10376,TRUMAN,100,0,0,19520718,1952,7,18,82,0,0,Providing for permanent appointments in the Field Service of the Post Office Department,20,2004,20,2004
851,10377,TRUMAN,100,0,0,19520725,1952,7,25,82,0,0,Providing for the composition of the Wage Stabilization Board,1,110,1,110
852,10378,TRUMAN,100,0,0,19520731,1952,7,31,82,0,0,"Restoring certain land at Hilo, Hawaii to the Jurisdiction of Hawaii",21,2105,21,2105
853,10379,TRUMAN,100,0,0,19520802,1952,8,2,82,0,0,Suspension of the operation of certain provisions of the Officer Personnel Act of 1947 applicable to the retirement of colonels of the regular Army and the regular Air Force,16,1608,16,1608
854,10380,TRUMAN,100,0,0,19520802,1952,8,2,82,0,0,Defining certain functions of the United States High Commissioner for Germany,19,1910,19,1910
855,10381,TRUMAN,100,0,0,19520806,1952,8,6,82,0,0,"Amendment of Executive Order No. 9805, prescribing regulations governing payment of certain travel and transportation expenses",20,2004,20,2004
856,10382,TRUMAN,100,0,0,19520809,1952,8,9,82,0,0,Providing for the liquidation of the Affairs of the Displaced Persons Commission,9,900,9,900
857,10383,TRUMAN,100,0,0,19520811,1952,8,11,82,0,0,"Restoring certain lands at Palaau, Molokai, to the Jurisdiction of the Territory of Hawaii",16,1611,16,1611
858,10384,TRUMAN,100,0,0,19520811,1952,8,11,82,0,0,Restoring certain land reserved in connection with the Hilo Airport Military Reservation to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
859,10385,TRUMAN,100,0,0,19520816,1952,8,16,82,0,0,Extension of time relating to the removal of certain temporary housing,16,1608,16,1608
860,10386,TRUMAN,100,0,0,19520820,1952,8,20,82,0,0,Inspection of files covering compromise settlements of tax liability,20,2009,20,2009
861,10387,TRUMAN,100,0,0,19520825,1952,8,25,82,0,0,"Specification of laws from which certain functions authorized by the Mutual Security Act of 1951, as amended, shall be exempt",16,1602,16,1602
862,10388,TRUMAN,100,0,0,19520827,1952,8,27,82,0,0,"Revocation of Executive Order No. 8616 of December 19, 1940, placing Palmyra Island under the control and jurisdiction of the Secretary of the Navy",16,1611,16,1611
863,10389,TRUMAN,100,0,0,19520830,1952,8,30,82,0,0,Restoring certain lands reserved for military purposes of the United States to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
864,10390,TRUMAN,100,0,0,19520830,1952,8,30,82,0,0,"Amending Executive Order No. 10161 of September 9, 1950, as amended, to provide for certain alternate members of the Wage Stabilization Board",1,110,1,110
865,10391,TRUMAN,100,0,0,19520903,1952,9,3,82,0,0,"Amendment of Executive Order No. 10011 of October 22, 1948, as amended, authorizing the Secretary of State to exercise certain powers of the President with respect to the granting of allowances and allotments to government personnel on foreign duty",19,1929,19,1929
866,10392,TRUMAN,100,0,0,19520904,1952,9,4,82,0,0,Establishing the President's Commission on Immigration and Naturalization,9,900,9,900
867,10393,TRUMAN,100,0,0,19520904,1952,9,4,82,0,0,Establishment of the Clemency and Parole Board for War Criminals,12,1299,12,1299
868,10394,TRUMAN,100,0,0,19520908,1952,9,8,82,0,0,Suspending certain statutory provisions relating to employment in the Canal Zone,19,1915,19,1915
869,10395,TRUMAN,100,0,0,19520918,1952,9,18,82,0,0,Extension of time relating to the disposition of certain temporary housing,16,1608,16,1608
870,10396,TRUMAN,100,0,0,19520918,1952,9,18,82,0,1,Establishing a seal for the Small Defense Plants Administration,16,1604,16,1604
871,10397,TRUMAN,100,0,0,19520925,1952,9,25,82,0,0,Continuing in effect certain appointments as officers and warrant officers of the Army and Air Force,16,1608,16,1608
872,10398,TRUMAN,100,0,0,19520926,1952,9,26,82,0,0,Military protection of the Canal Zone,19,1915,19,1915
873,10399,TRUMAN,100,0,0,19520927,1952,9,27,82,0,0,Designating the Surgeon General of the Public Health Service to perform certain duties under the International Sanitary Regulations,19,1926,19,1926
874,10400,TRUMAN,100,0,0,19520927,1952,9,27,82,0,0,,16,1608,16,1608
875,10401,TRUMAN,100,0,0,19521014,1952,10,14,82,0,0,Prescribing procedures for periodic review of escape-clause modification of trade-agreement concessions,18,1800,18,1800
876,10402,TRUMAN,100,0,0,19521030,1952,10,30,82,0,0,"Enforcement of the Convention for Safety of Life at Sea, 1948",10,1007,10,1007
877,10403,TRUMAN,100,0,1,19521105,1952,11,5,82,0,0,Reserving certain lands comprising a part of the Fort Missoula Military Reservation as an addition to the Fort Missoula District of the Lolo National Forest,21,2103,21,2103
878,10404,TRUMAN,100,0,1,19521105,1952,11,5,82,0,0,Restoring certain lands reserved for military purposes to the Territory of Hawaii and transferring title to such land and to certain other lands to the territory,16,1611,16,1611
879,10405,TRUMAN,100,0,1,19521106,1952,11,6,82,0,0,Exemption of Theodore Marks from compulsory retirement for age,2,204,2,204
880,10406,TRUMAN,100,0,1,19521106,1952,11,6,82,0,0,"Creating an emergency board to investigate a dispute between the United Air Lines, Inc., and certain of its employees",10,1003,10,1003
881,10407,TRUMAN,100,0,1,19521106,1952,11,6,82,0,0,Withholding of State and Territorial income taxes by federal agencies,20,2001,20,2001
882,10408,TRUMAN,100,0,1,19521110,1952,11,10,82,0,0,Transfer of the administration of the portion of the Trust Territory of the Pacific Islands which include the Islands of Tinian and Saipan from the Secretary of the Interior to the Secretary of the Navy,21,2105,21,2105
883,10409,TRUMAN,100,0,1,19521112,1952,11,12,82,0,1,"Award of the Purple Heart to persons serving with the Navy, Marine Corps, or Coast Guard of the United States",16,1699,16,1699
884,10410,TRUMAN,100,0,1,19521114,1952,11,14,82,0,0,Specification of laws from which the Escapee Program administered by the Department of State shall be exempt,16,1602,16,1602
885,10411,TRUMAN,100,0,1,19521114,1952,11,14,82,0,0,Restoring certain lands comprising parts of the Aiea Military Reservation to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
886,10412,TRUMAN,100,0,1,19521115,1952,11,15,82,0,0,Inspection of returns by Senate Committee on the Judiciary,20,2009,20,2009
887,10413,TRUMAN,100,0,1,19521117,1952,11,17,82,0,0,Restoring Kure (Ocean) Island to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
888,10414,TRUMAN,100,0,1,19521125,1952,11,25,82,0,0,Restoring land of the Upolu Point Military Reservation to the Jurisdiction of the Territory of Hawaii,16,1611,16,1611
889,10415,TRUMAN,100,0,1,19521202,1952,12,2,82,0,0,,19,1929,19,1929
890,10416,TRUMAN,100,0,1,19521202,1952,12,2,82,0,0,"Amendment of Executive Order No. 10251 and No. 10282, suspending the eight-hour law as to certain laborers and mechanics employed by the Department of Defense and the Department of Interior, respectively",5,505,5,505
891,10417,TRUMAN,100,0,1,19521203,1952,12,3,82,0,0,Creating a Board of Inquiry to report on a labor dispute affecting the construction and operation of atomic energy facilities,8,801,8,801
892,10417.1,TRUMAN,100,0,1,19521206,1952,12,6,82,0,0,"Excusing federal employees from duty on Friday, December 26, 1952",20,2030,20,2030
893,10418,TRUMAN,100,0,1,19521206,1952,12,6,82,0,0,Executive Order 10321 amended,20,2009,20,2009
894,10419,TRUMAN,100,0,1,19521211,1952,12,11,82,0,0,"Restoring the possession, use, and control of certain land to the Territory of Hawaii and transferring title to such land to the Territory",21,2105,21,2105
895,10420,TRUMAN,100,0,1,19521217,1952,12,17,82,0,0,"Amending the Selective Service regulations and Executive Order No. 10363 of June 17, 1952",16,1608,16,1608
896,10421,TRUMAN,100,0,1,19521231,1952,12,31,82,0,0,Providing for the physical security of facilities important to the national defense,16,1604,16,1604
897,10422,TRUMAN,100,0,1,19530109,1953,1,9,83,1,0,Prescribing procedures for making available to the Secretary General of the United Nations certain information concerning United States citizens employed or being considered for employment on the Secretariat of the United Nations,19,1926,19,1926
898,10423,TRUMAN,100,0,1,19530114,1953,1,14,83,1,0,Conferring a competitive Civil Service status upon William P. Francisco without regard to the competitive provisions of the Civil Service rules and regulations,20,2004,20,2004
899,10424,TRUMAN,100,0,1,19530115,1953,1,15,83,1,0,Authorizing competitive status for Norman E. Prince without compliance with the competitive provisions of the Civil Service rules and regulations,20,2004,20,2004
900,10425,TRUMAN,100,0,1,19530116,1953,1,16,83,1,0,Extension of time relating to the disposition of certain housing,16,1608,16,1608
901,10426,TRUMAN,100,0,1,19530116,1953,1,16,83,1,0,Setting aside submerged lands of the continental shelf as Naval Petroleum Reserve,8,803,8,803
902,10427,TRUMAN,100,0,1,19530116,1953,1,16,83,1,0,Administration of disaster relief,15,1523,15,1523
903,10428,TRUMAN,100,0,1,19530117,1953,1,17,83,1,0,Delegating to the Secretary of Defense the authority of the President to empower certain commanding officers of the Armed Forces to convene general courts-martial,16,1608,16,1608
904,10429,TRUMAN,100,0,1,19530117,1953,1,17,83,1,1,Establishing the Korean Service Medal,16,1699,16,1699
905,10430,TRUMAN,100,0,1,19530117,1953,1,17,83,1,0,Authorizing the appointment of Mrs. Beth Campbell Short to a competitive position without regard to the Civil Service rules and regulations,20,2005,20,2005
906,10431,TRUMAN,100,0,1,19530119,1953,1,19,83,1,1,National Security Medal,16,1603,16,1603
907,10432,EISENHOWER,200,1,0,19530124,1953,1,24,83,0,0,Establishing the President's Advisory Committee on Government Organization,20,2002,20,2002
908,10433,EISENHOWER,200,1,0,19530204,1953,2,4,83,0,0,"Further providing for the administration of the Defense Production Act of 1950, as amended",16,1600,16,1600
909,10434,EISENHOWER,200,1,0,19530206,1953,2,6,83,0,0,"Suspension of wage and salary controls under the Defense Production Act of 1950, as amended",16,1617,16,1617
910,10435,EISENHOWER,200,1,0,19530206,1953,2,6,83,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on Government Operations",20,2009,20,2009
911,10437,EISENHOWER,200,1,0,19530220,1953,2,20,83,0,0,"Designating the Honorable Benjamin Ortiz to Act, under certain circumstances, as Judge of the United States District Court for the District of Puerto Rico During the year 1953",21,2105,21,2105
912,10436,EISENHOWER,200,1,0,19530225,1953,2,25,83,0,0,"Reserving Kahoolawe Island, Territory of Hawaii, for the use of the United States for naval purposes and placing it under the jurisdiction of the Secretary of the Navy",16,1611,16,1611
913,10438,EISENHOWER,200,1,0,19530313,1953,3,13,83,0,0,Transferring certain functions of the National Security Resources Board and of the Chairman Thereof to the Director of Defense Mobilization,16,1604,16,1604
914,10439,EISENHOWER,200,1,0,19530319,1953,3,19,83,0,0,"Amendment of Executive Order No. 10163 of September 25, 1950, establishing the Armed Forces Reserve Medal",16,1699,16,1699
915,10440,EISENHOWER,200,1,0,19530331,1953,3,31,83,0,0,Amends Civil Service Rule VI,20,2004,20,2004
916,10441,EISENHOWER,200,1,0,19530331,1953,3,31,83,0,0,Continuing in effect certain appointments as Officers and Warrant Officers of the Army and the Air Force,16,1608,16,1608
917,10442,EISENHOWER,200,1,0,19530331,1953,3,31,83,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Senate Committee on Interstate and Foreign Commerce",20,2009,20,2009
918,10443,EISENHOWER,200,1,0,19530407,1953,4,7,83,0,0,Suspension of the Eight-Hour Law as to laborers and mechanics employed by the Atomic Energy Commission on public work essential to the national defense,5,505,5,505
919,10444,EISENHOWER,200,1,0,19530410,1953,4,10,83,0,0,"Amendment of Executive Order No. 8809 of June 28, 1941, establishing the Good Conduct Medal, as amended by Executive Order No. 9323 of March 31, 1943",16,1699,16,1699
920,10445,EISENHOWER,200,1,0,19530410,1953,4,10,83,0,0,Reserving certain lands acquired under Title III of the Bankhead-Jones Farm Tenant Act as parts of National Forests,21,2103,21,2103
921,10446,EISENHOWER,200,1,0,19530417,1953,4,17,83,0,0,Specification of laws from which the escapee program administered by the Department of State shall be exempt,16,1602,16,1602
922,10448,EISENHOWER,200,1,0,19530422,1953,4,22,83,0,1,Establishing the National Defense Service Medal,16,1699,16,1699
923,10449,EISENHOWER,200,1,0,19530424,1953,4,24,83,0,0,"Creating and Emergency Board to investigate a dispute between the New York, Chicago, & St. Louis Railroad Company and certain of its employees",10,1005,10,1005
924,10450,EISENHOWER,200,1,0,19530427,1953,4,27,83,0,0,Security requirements for government employment,20,2004,20,2004
925,10451,EISENHOWER,200,1,0,19530428,1953,4,28,83,0,0,"Inspection of certain returns by the Committee on the Judiciary, House of Representatives",20,2009,20,2009
926,10452,EISENHOWER,200,0,0,19530501,1953,5,1,83,0,0,Providing for the performance by the Chairman of the Civil Service Commission of certain functions relating to personnel management,20,2004,20,2004
927,10453,EISENHOWER,200,0,0,19530518,1953,5,18,83,0,0,Restoring certain lands comprising portions of the Fort Ruger Military Reservation to the jurisdiction of the Territory of Hawaii,16,1611,16,1611
928,10454,EISENHOWER,200,0,0,19530518,1953,5,18,83,0,0,Restoring certain lands of the Scholfield Barracks Military Reservation to the jurisdiction of the Territory of Hawaii,16,1611,16,1611
929,10455,EISENHOWER,200,0,0,19530522,1953,5,22,83,0,0,"Inspection of income, excess-profits, declared value excess-profits, capital stock, estate, and gift tax returns by the Committee on Government Operations, House of Representatives",20,2009,20,2009
930,10456,EISENHOWER,200,0,0,19530527,1953,5,27,83,0,0,Delegating to Secretary of Defense and the Director of Defense and the Director of Defense Mobilization certain functions relating to critical defense housing areas,14,1407,14,1407
931,10457,EISENHOWER,200,0,0,19530527,1953,5,27,83,0,0,Designating the Department of Justice as a defense agency for certain purposes,12,1201,12,1201
932,10458,EISENHOWER,200,0,0,19530601,1953,6,1,83,0,0,Providing for the administration of certain foreign aid programs and related activities,19,1901,19,1901
