id,year,Deflator,amount,chngdllr,pctChng,amount_nominal,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
829,1954,0.153,379,-50.8092,-11.84363636,58,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,83
830,1954,0.153,3176,-223,-6.560753163,486,270 Ener,270,,Energy,1,0,0,0,0,0,83
831,1954,0.153,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
832,1954,0.153,3176,-223,-6.560753163,486,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,83
833,1954,0.153,0,0,,0,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,83
834,1954,0.153,0,0,,0,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,83
835,1954,0.153,0,0,,0,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,83
836,1954,0.153,8627,-479.692,-5.267288899,1320,300 NatR,300,,Natural Resources,1,0,0,0,0,0,83
837,1954,0.153,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
838,1954,0.153,3267,-1315.36,-28.70085097,500,301 Watr,300,301,Water Resources,0,1,0,1,1,0,83
839,1954,0.153,4267,365.857,9.376140441,653,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,83
840,1954,0.153,908,452.148,99.15526316,139,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,83
841,1954,0.153,0,0,,0,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,83
842,1954,0.153,183,17.6626,10.70460606,28,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,83
843,1954,0.153,20535,15774,331.3169502,3142,350 Agri,350,,Agriculture,1,0,0,0,0,0,83
844,1954,0.153,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
845,1954,0.153,19470,15780.1,427.6449864,2979,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,83
846,1954,0.153,1065,-6.06909,-0.56667507,163,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,83
847,1954,0.153,6647,-6348.97,-48.85326254,1017,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,83
848,1954,0.153,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
849,1954,0.153,3071,-5082.87,-62.33590876,470,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,83
850,1954,0.153,2745,-1619.98,-37.11294387,420,372 Post,370,372,Postal Service,0,1,0,0,0,0,83
851,1954,0.153,0,0,,0,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,83
852,1954,0.153,830,353.875,74.34348739,127,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,83
853,1954,0.153,8771,1092.67,14.23117999,1342,400 TRNS,400,,Transportation,1,0,0,0,0,0,83
854,1954,0.153,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
855,1954,0.153,4215,-10.5042,-0.248561287,645,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,83
856,1954,0.153,1150,250.856,27.90389321,176,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,83
857,1954,0.153,3405,852.319,33.39807994,521,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,83
858,1954,0.153,0,0,,0,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,83
859,1954,0.153,2405,-35.2474,-1.444565574,368,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,83
860,1954,0.153,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
861,1954,0.153,2372,-34.8584,-1.448209389,363,451 CDev,450,451,Community Development,0,1,0,1,1,0,83
862,1954,0.153,0,-33.0688,-100,0,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,83
863,1954,0.153,32,32.6797,,5,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,83
864,1954,0.153,2117,-448.491,-17.47821512,324,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,83
865,1954,0.153,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,83
866,1954,0.153,1470,-401.105,-21.43800107,225,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,83
867,1954,0.153,71,-0.855898,-1.188747222,11,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,83
868,1954,0.153,169,-21.8643,-11.44727749,26,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,83
869,1954,0.153,156,-15.0949,-8.827426901,24,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,83
870,1954,0.153,84,-7.62527,-8.288336957,13,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,83
871,1954,0.153,163,-1.94522,-1.178921212,25,506 SoSv,500,506,Social Services,0,1,0,1,1,0,83
872,1954,0.153,1732,-199.191,-10.31543242,265,550 Heth,550,,Health,1,0,0,0,0,0,83
873,1954,0.153,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
874,1954,0.153,1653,-204.871,-11.02642626,253,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,83
875,1954,0.153,0,0,,0,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,83
876,1954,0.153,78,5.68005,7.888958333,12,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,83
877,1954,0.153,0,0,,0,571 MedC,571,,Medicare,1,1,0,1,0,1,83
878,1954,0.153,29790,3421.8,12.97660131,4558,600 IncS,600,,Income Security,1,0,0,0,0,0,83
879,1954,0.153,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
880,1954,0.153,3509,216.153,6.564014576,537,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,83
881,1954,0.153,2908,-1635.15,-35.99273608,445,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,83
882,1954,0.153,13071,4811.31,58.24830508,2000,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,83
883,1954,0.153,326,-255.213,-43.85103093,50,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,83
884,1954,0.153,542,-6.45814,-1.178492701,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,83
885,1954,0.153,9431,291.161,3.185568928,1443,609 Othr,600,609,Other income security,0,1,0,1,0,1,83
886,1954,0.153,32941,3291.71,11.10226315,5040,651 SSec,651,,Social Security,1,1,0,1,0,1,83
887,1954,0.153,33006,1253.89,3.949011086,5050,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,83
888,1954,0.153,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
889,1954,0.153,21849,798.086,3.791202318,3343,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,83
890,1954,0.153,5078,581.077,12.92143651,777,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,83
891,1954,0.153,4705,-142.001,-2.929667836,720,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,83
892,1954,0.153,0,0,,0,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,83
893,1954,0.153,1372,16.7289,1.234605166,210,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,83
894,1954,0.153,1307,43.962,3.480760095,200,750 Just,750,,Justice Administration,1,0,0,0,0,0,83
895,1954,0.153,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,83
896,1954,0.153,928,35.2474,3.951502242,142,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,83
897,1954,0.153,189,17.5848,10.28350877,29,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,83
898,1954,0.153,189,-8.87021,-4.47990404,29,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,83
899,1954,0.153,0,0,,0,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,83
900,1954,0.153,6614,-32.4463,-0.488207945,1012,800 Govt,800,,General Government,1,0,0,0,0,0,83
901,1954,0.153,307,9.57049,3.222387205,47,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,83
902,1954,0.153,91,18.7519,26.04430556,14,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,83
903,1954,0.153,2882,-60.7688,-2.064858987,441,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,83
904,1954,0.153,1058,-72.1289,-6.383088496,162,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,83
905,1954,0.153,372,28.6337,8.348017493,57,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,83
906,1954,0.153,1503,74.6965,5.230847339,230,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,83
907,1954,0.153,398,-31.2014,-7.273053613,61,808 Othr,800,808,Other General Government,0,1,0,1,1,0,83
908,1954,0.153,0,0,,0,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,83
909,1954,0.153,42281,-1263.93,-2.902583534,6469,900 NetI,900,,Net Interest,1,0,0,0,0,0,83
910,1954,0.153,41712,-1303.45,-3.030222016,6382,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,83
911,1954,0.153,0,0,,0,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,83
912,1954,0.153,0,0,,0,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,83
913,1954,0.153,568,39.5269,7.472003781,87,908 Othr,900,908,Other Interest,0,1,0,0,0,0,83
914,1954,0.153,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,83
915,1954,0.153,0,0,,0,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,83
916,1954,0.153,0,0,,0,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,83
917,1954,0.153,0,0,,0,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,83
918,1954,0.153,0,0,,0,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,83
919,1954,0.153,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,83
920,1954,0.153,0,0,,0,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,83
921,1955,0.1542,431796,-36380.1,-7.770603363,66583,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,84
922,1955,0.1542,211427,-26253,-11.04552339,32602,050 Defs,50,,National Defense,1,0,0,0,0,0,84
923,1955,0.1542,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
924,1955,0.1542,199663,-26415.7,-11.68433019,30788,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,84
925,1955,0.1542,0,0,,0,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,84
926,1955,0.1542,0,0,,0,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,84
927,1955,0.1542,0,0,,0,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,84
928,1955,0.1542,0,0,,0,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,84
929,1955,0.1542,0,0,,0,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,84
930,1955,0.1542,0,0,,0,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,84
931,1955,0.1542,0,0,,0,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,84
932,1955,0.1542,8333,1026.14,14.0432462,1285,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,84
933,1955,0.1542,3430,-863.508,-20.10964136,529,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,84
934,1955,0.1542,23359,-6751.84,-22.42316761,3602,150 IAff,150,,International Affairs,1,0,0,0,0,0,84
935,1955,0.1542,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
936,1955,0.1542,10343,3467.89,50.44203636,1595,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,84
937,1955,0.1542,8417,-13405.9,-61.43014251,1298,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,84
938,1955,0.1542,739,-12.3344,-1.642396804,114,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,84
939,1955,0.1542,616,-44.0477,-6.673893939,95,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,84
940,1955,0.1542,3242,3242.54,,500,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,84
941,1955,0.1542,460,29.0684,6.744408353,71,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,84
942,1955,0.1542,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,84
943,1955,0.1542,90,38.5036,74.04538462,14,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,84
944,1955,0.1542,369,-9.43516,-2.489488127,57,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,84
945,1955,0.1542,2632,-543.526,-17.11353904,406,270 Ener,270,,Energy,1,0,0,0,0,0,84
946,1955,0.1542,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
947,1955,0.1542,2632,-543.526,-17.11353904,406,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,84
948,1955,0.1542,0,0,,0,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,84
949,1955,0.1542,0,0,,0,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,84
950,1955,0.1542,0,0,,0,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,84
951,1955,0.1542,7451,-1176.09,-13.63266489,1149,300 NatR,300,,Natural Resources,1,0,0,0,0,0,84
952,1955,0.1542,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
953,1955,0.1542,3378,110.755,3.390113254,521,301 Watr,300,301,Water Resources,0,1,0,1,1,0,84
954,1955,0.1542,3287,-980.036,-22.96779939,507,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,84
955,1955,0.1542,408,-499.936,-55.05903084,63,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,84
956,1955,0.1542,0,0,,0,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,84
957,1955,0.1542,376,193.128,105.5344262,58,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,84
958,1955,0.1542,12691,-7844.64,-38.20131483,1957,350 Agri,350,,Agriculture,1,0,0,0,0,0,84
959,1955,0.1542,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
960,1955,0.1542,11549,-7920.65,-40.68130457,1781,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,84
961,1955,0.1542,1141,76.0154,7.137596244,176,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,84
962,1955,0.1542,8404,1757.61,26.44215436,1296,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,84
963,1955,0.1542,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
964,1955,0.1542,5453,2382.06,77.56626506,841,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,84
965,1955,0.1542,2354,-391.012,-14.2445173,363,372 Post,370,372,Postal Service,0,1,0,0,0,0,84
966,1955,0.1542,0,0,,0,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,84
967,1955,0.1542,596,-233.438,-28.12506024,92,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,84
968,1955,0.1542,10000,1228.76,14.00934899,1542,400 TRNS,400,,Transportation,1,0,0,0,0,0,84
969,1955,0.1542,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
970,1955,0.1542,5408,1192.87,28.30059312,834,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,84
971,1955,0.1542,1167,16.9884,1.477252174,180,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,84
972,1955,0.1542,3424,18.8958,0.554942731,528,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,84
973,1955,0.1542,0,0,,0,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,84
974,1955,0.1542,155,-2249.59,-93.53804574,24,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,84
975,1955,0.1542,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
976,1955,0.1542,90,-2281.76,-96.19561551,14,451 CDev,450,451,Community Development,0,1,0,1,1,0,84
977,1955,0.1542,0,0,,0,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,84
978,1955,0.1542,64,32.1711,100.5346875,10,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,84
979,1955,0.1542,4682,2564.58,121.1421823,722,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,84
980,1955,0.1542,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,84
981,1955,0.1542,1861,390.631,26.57353741,287,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,84
982,1955,0.1542,97,25.3808,35.74760563,15,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,84
983,1955,0.1542,317,147.834,87.47573964,49,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,84
984,1955,0.1542,2101,1944.3,1246.346154,324,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,84
985,1955,0.1542,84,-0.661224,-0.787171429,13,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,84
986,1955,0.1542,220,57.0942,35.02711656,34,506 SoSv,500,506,Social Services,0,1,0,1,1,0,84
987,1955,0.1542,2003,271.865,15.69659353,309,550 Heth,550,,Health,1,0,0,0,0,0,84
988,1955,0.1542,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
989,1955,0.1542,1919,265.99,16.09134906,296,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,84
990,1955,0.1542,0,0,,0,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,84
991,1955,0.1542,84,5.87472,7.531692308,13,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,84
992,1955,0.1542,0,0,,0,571 MedC,571,,Medicare,1,1,0,1,0,1,84
993,1955,0.1542,29688,-102.134,-0.342846593,4578,600 IncS,600,,Income Security,1,0,0,0,0,0,84
994,1955,0.1542,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
995,1955,0.1542,3793,283.97,8.09261898,585,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,84
996,1955,0.1542,2788,-119.91,-4.123452545,430,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,84
997,1955,0.1542,12743,-328.705,-2.514765511,1965,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,84
998,1955,0.1542,492,166.069,50.94141104,76,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,84
999,1955,0.1542,538,-4.22166,-0.778904059,83,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,84
1000,1955,0.1542,9332,-99.3362,-1.053294454,1439,609 Othr,600,609,Other income security,0,1,0,1,0,1,84
1001,1955,0.1542,35894,2953.77,8.966849822,5535,651 SSec,651,,Social Security,1,1,0,1,0,1,84
1002,1955,0.1542,32399,-607.055,-1.839226201,4996,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,84
1003,1955,0.1542,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
1004,1955,0.1542,21854,5.06091,0.02316312,3370,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,84
1005,1955,0.1542,4481,-597.238,-11.76128397,691,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,84
1006,1955,0.1542,4889,183.871,3.907991498,754,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,84
1007,1955,0.1542,0,0,,0,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,84
1008,1955,0.1542,1173,-198.749,-14.48607872,181,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,84
1009,1955,0.1542,1478,171.41,13.11476664,228,750 Just,750,,Justice Administration,1,0,0,0,0,0,84
1010,1955,0.1542,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
1011,1955,0.1542,1057,128.964,13.89698276,163,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,84
1012,1955,0.1542,226,37.4355,19.80714286,35,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,84
1013,1955,0.1542,194,5.01005,2.650820106,30,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,84
1014,1955,0.1542,0,0,,0,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,84
1015,1955,0.1542,7321,707.281,10.69369519,1129,800 Govt,800,,General Government,1,0,0,0,0,0,84
1016,1955,0.1542,609,302.408,98.50423453,94,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,84
1017,1955,0.1542,77,-13.6823,-15.03549451,12,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,84
1018,1955,0.1542,2872,-9.46059,-0.328264747,443,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,84
1019,1955,0.1542,972,-86.0609,-8.134300567,150,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,84
1020,1955,0.1542,739,366.751,98.58897849,114,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,84
1021,1955,0.1542,1880,377.406,25.11017964,290,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,84
1022,1955,0.1542,168,-230.081,-57.80929648,26,808 Othr,800,808,Other General Government,0,1,0,1,1,0,84
1023,1955,0.1542,0,0,,0,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,84
1024,1955,0.1542,41744,-536.558,-1.269028642,6437,900 NetI,900,,Net Interest,1,0,0,0,0,0,84
1025,1955,0.1542,41310,-402.431,-0.964784714,6370,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,84
1026,1955,0.1542,0,0,,0,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,84
1027,1955,0.1542,0,0,,0,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,84
1028,1955,0.1542,434,-134.127,-23.61390845,67,908 Othr,900,908,Other Interest,0,1,0,0,0,0,84
1029,1955,0.1542,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,84
1030,1955,0.1542,0,0,,0,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,84
1031,1955,0.1542,0,0,,0,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,84
1032,1955,0.1542,0,0,,0,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,84
1033,1955,0.1542,0,0,,0,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,84
1034,1955,0.1542,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,84
1035,1955,0.1542,0,0,,0,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,84
1036,1956,0.1582,467181,35384.4,8.194703054,73908,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,84
1037,1956,0.1582,221131,9704.76,4.590123305,34983,050 Defs,50,,National Defense,1,0,0,0,0,0,84
1038,1956,0.1582,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
1039,1956,0.1582,209772,10109.7,5.063381798,33186,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,84
1040,1956,0.1582,0,0,,0,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,84
1041,1956,0.1582,0,0,,0,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,84
1042,1956,0.1582,0,0,,0,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,84
1043,1956,0.1582,0,0,,0,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,84
1044,1956,0.1582,0,0,,0,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,84
1045,1956,0.1582,0,0,,0,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,84
1046,1956,0.1582,0,0,,0,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,84
1047,1956,0.1582,7452,-880.742,-10.56932677,1179,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,84
1048,1956,0.1582,3906,475.838,13.87282799,618,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,84
1049,1956,0.1582,20745,-2613.38,-11.18789332,3282,150 IAff,150,,International Affairs,1,0,0,0,0,0,84
1050,1956,0.1582,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,84
1051,1956,0.1582,11687,1344.03,12.99458571,1849,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,84
1052,1956,0.1582,7326,-1091.47,-12.96744683,1159,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,84
1053,1956,0.1582,809,69.8028,9.445575101,128,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,84
1054,1956,0.1582,701,85.5605,13.88969156,111,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,84
1055,1956,0.1582,221,-3021.3,-93.19247378,35,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,84
1056,1956,0.1582,796,336.019,73.0476087,126,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,84
1057,1956,0.1582,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,84
1058,1956,0.1582,335,244.228,271.3644444,53,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,84
1059,1956,0.1582,461,91.7914,24.87571816,73,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,84
